homelat,homelon,homecontinent,country,n
-53.154613,-70.916943,South America,Chile,1
-51.692214,-57.8589,South America,Falkland Islands,0
-45.867889,-67.499911,South America,Argentina,0
-45.571112,-72.068517,South America,Chile,0
-45.403544,-72.686416,South America,Chile,0
-43.532054,172.636225,Australasia & Oceania,New Zealand,0
-42.884049,147.323719,Australasia & Oceania,Australia,0
-42.250458,-71.149094,South America,Argentina,0
-41.472903,-72.9369,South America,Chile,0
-41.286545,174.776282,Australasia & Oceania,New Zealand,1
-41.28646,174.776236,Australasia & Oceania,New Zealand,0
-41.256801,-71.286438,South America,Argentina,0
-41.15,-71.3,South America,Argentina,0
-41.133957,-71.310364,South America,Argentina,0
-41.133472,-71.310278,South America,Argentina,0
-41.124433,175.070783,Australasia & Oceania,New Zealand,0
-40.734434,-66.617645,South America,Argentina,0
-40.619518,-72.472989,South America,Chile,0
-40.57472,-73.131919,South America,Chile,1
-40.231022,-72.331113,South America,Chile,0
-40.155527,-71.354195,South America,Argentina,0
-39.837144,-72.085313,South America,Chile,1
-39.820083,-73.245395,South America,Chile,2
-39.819515,-73.245027,South America,Chile,0
-39.8,-71.95,South America,Chile,8
-38.9573,-72.626929,South America,Chile,0
-38.951872,-68.059079,South America,Argentina,0
-38.948921,-72.331113,South America,Chile,0
-38.94892,-72.331113,South America,Chile,0
-38.893953,-72.432467,South America,Chile,0
-38.87606,-62.074089,South America,Argentina,0
-38.770248,-72.586749,South America,Chile,0
-38.764244,-72.406216,South America,Chile,0
-38.735973,-72.589261,South America,Chile,0
-38.735902,-72.590374,South America,Chile,0
-38.734133,-72.584651,South America,Chile,2
-38.713081,-62.268631,South America,Argentina,0
-38.698045,-72.326232,South America,Chile,0
-38.675086,-72.220952,South America,Chile,0
-38.668759,-72.224956,South America,Chile,2
-38.668304,-72.222626,South America,Chile,0
-38.667719,-72.224441,South America,Chile,2
-38.667513,-72.224409,South America,Chile,0
-38.387578,-71.933745,South America,Chile,0
-38.250867,-72.666507,South America,Chile,0
-38.232654,-72.351508,South America,Chile,0
-38.232213,-72.351653,South America,Chile,0
-38.232212,-72.351441,South America,Chile,0
-38.16402,-72.903185,South America,Chile,0
-38.163995,-72.903248,South America,Chile,0
-38.138255,144.348328,Australasia & Oceania,Australia,0
-38.133743,144.333937,Australasia & Oceania,Australia,0
-38.094181,144.3571,Australasia & Oceania,Australia,0
-38.091417,144.357575,Australasia & Oceania,Australia,0
-38.063818,-72.374219,South America,Chile,0
-38.047645,144.170032,Australasia & Oceania,Australia,0
-37.997567,-57.54823,South America,Argentina,2
-37.988975,145.217452,Australasia & Oceania,Australia,0
-37.957009,176.986756,Australasia & Oceania,New Zealand,0
-37.956974,-72.431389,South America,Chile,0
-37.9552,-72.432741,South America,Chile,0
-37.906633,145.007628,Australasia & Oceania,Australia,2
-37.898215,144.995554,Australasia & Oceania,Australia,0
-37.895659,-65.095779,South America,Argentina,0
-37.858684,144.996338,Australasia & Oceania,Australia,0
-37.837206,-57.502109,South America,Argentina,1
-37.833104,-73.390223,South America,Chile,0
-37.8182,144.965,Australasia & Oceania,Australia,1
-37.814107,144.96328,Australasia & Oceania,Australia,1
-37.813187,144.96298,Australasia & Oceania,Australia,2
-37.808896,144.950421,Australasia & Oceania,Australia,0
-37.800413,-73.399194,South America,Chile,0
-37.789922,145.170775,Australasia & Oceania,Australia,0
-37.713581,-73.37087,South America,Chile,0
-37.698179,144.965079,Australasia & Oceania,Australia,0
-37.698082,144.964664,Australasia & Oceania,Australia,0
-37.698036,144.965437,Australasia & Oceania,Australia,0
-37.512183,-72.323872,South America,Chile,0
-37.505926,-72.673688,South America,Chile,0
-37.4728,-72.354453,South America,Chile,3
-37.201728,-59.84107,South America,Argentina,0
-37.136988,-63.666735,South America,Argentina,0
-37.10268,-56.865364,South America,Argentina,1
-37.101382,-72.325337,South America,Chile,0
-37.092019,-73.154582,South America,Chile,0
-37.087761,-73.16021,South America,Chile,0
-37.029655,-73.144447,South America,Chile,0
-36.93456,-73.022016,South America,Chile,0
-36.901696,-73.026366,South America,Chile,0
-36.84846,174.763332,Australasia & Oceania,New Zealand,0
-36.823788,-72.668472,South America,Chile,0
-36.818977,-73.050319,South America,Chile,0
-36.816006,-73.037659,South America,Chile,7
-36.776542,-73.158316,South America,Chile,1
-36.774967,-59.854038,South America,Argentina,2
-36.748146,-73.11232,South America,Chile,2
-36.733394,-72.98319,South America,Chile,0
-36.613437,-72.958714,South America,Chile,0
-36.609282,-72.102064,South America,Chile,0
-36.566667,-72.418333,South America,Chile,0
-36.39351,-72.397629,South America,Chile,0
-36.35772,146.696395,Australasia & Oceania,Australia,0
-35.963961,-71.682851,South America,Chile,0
-35.847291,-71.598991,South America,Chile,0
-35.695661,-71.406348,South America,Chile,0
-35.675149,-71.542969,South America,Chile,0
-35.595466,-71.729713,South America,Chile,0
-35.512345,-71.573828,South America,Chile,0
-35.5,-71.316667,South America,Chile,0
-35.431253,-71.657786,South America,Chile,0
-35.43058,-71.65762,South America,Chile,1
-35.383823,-71.447049,South America,Chile,0
-35.349304,149.244385,Australasia & Oceania,Australia,1
-35.308236,149.124224,Australasia & Oceania,Australia,0
-35.138948,-71.368387,South America,Chile,0
-35.116193,-71.283189,South America,Chile,3
-34.9994,-71.250262,South America,Chile,0
-34.986003,-71.241549,South America,Chile,1
-34.975379,-58.380729,South America,Argentina,0
-34.967778,-71.378889,South America,Chile,0
-34.962163,-71.131884,South America,Chile,0
-34.928726,138.599945,Australasia & Oceania,Australia,3
-34.921295,-57.954333,South America,Argentina,15
-34.900044,-54.949784,South America,Uruguay,0
-34.891151,-56.187214,South America,Uruguay,5
-34.864823,-57.908519,South America,Argentina,0
-34.863087,-55.272887,South America,Uruguay,0
-34.850419,-57.902053,South America,Argentina,0
-34.68631,-58.528473,South America,Argentina,9
-34.654619,-59.428372,South America,Argentina,0
-34.633795,-71.110827,South America,Chile,0
-34.61768,-58.444435,South America,Argentina,377
-34.59954,138.749141,Australasia & Oceania,Australia,1
-34.585716,-70.991131,South America,Chile,0
-34.547304,150.86172,Australasia & Oceania,Australia,0
-34.458721,-58.90725,South America,Argentina,1
-34.422436,-58.737755,South America,Argentina,0
-34.366727,-55.2329,South America,Uruguay,0
-34.340137,-58.784779,South America,Argentina,0
-34.287503,-71.085755,South America,Chile,2
-34.170331,-70.740822,South America,Chile,0
-34.12021,18.842361,Sub-Saharan Africa,South Africa,2
-34.115317,18.860585,Sub-Saharan Africa,South Africa,1
-34.105588,18.471035,Sub-Saharan Africa,South Africa,0
-34.098808,-59.032291,South America,Argentina,0
-34.089593,18.85292,Sub-Saharan Africa,South Africa,10
-34.087702,18.456707,Sub-Saharan Africa,South Africa,0
-34.083275,18.849778,Sub-Saharan Africa,South Africa,0
-34.066106,18.614504,Sub-Saharan Africa,South Africa,0
-34.066086,18.614578,Sub-Saharan Africa,South Africa,0
-34.057188,18.865482,Sub-Saharan Africa,South Africa,0
-34.047695,18.60564,Sub-Saharan Africa,South Africa,1
-34.040083,18.677805,Sub-Saharan Africa,South Africa,24
-34.039926,18.662892,Sub-Saharan Africa,South Africa,0
-34.034498,18.55819,Sub-Saharan Africa,South Africa,0
-34.031804,150.850332,Australasia & Oceania,Australia,0
-34.026677,18.748932,Sub-Saharan Africa,South Africa,0
-34.016667,18.55,Sub-Saharan Africa,South Africa,1
-34.016521,18.634634,Sub-Saharan Africa,South Africa,5
-34.015365,18.649458,Sub-Saharan Africa,South Africa,5
-34.008446,18.466182,Sub-Saharan Africa,South Africa,0
-33.998495,18.738585,Sub-Saharan Africa,South Africa,0
-33.996568,18.477421,Sub-Saharan Africa,South Africa,0
-33.995515,18.584543,Sub-Saharan Africa,South Africa,4
-33.991005,18.56384,Sub-Saharan Africa,South Africa,0
-33.985833,18.500278,Sub-Saharan Africa,South Africa,0
-33.98263,18.569386,Sub-Saharan Africa,South Africa,19
-33.981614,18.550276,Sub-Saharan Africa,South Africa,3
-33.981557,18.56763,Sub-Saharan Africa,South Africa,0
-33.978578,18.580468,Sub-Saharan Africa,South Africa,1
-33.974952,18.543348,Sub-Saharan Africa,South Africa,0
-33.967423,-59.205877,South America,Argentina,0
-33.963864,18.502495,Sub-Saharan Africa,South Africa,0
-33.963038,18.501671,Sub-Saharan Africa,South Africa,1
-33.9585,25.600682,Sub-Saharan Africa,South Africa,17
-33.95278,18.56417,Sub-Saharan Africa,South Africa,0
-33.951,18.554,Sub-Saharan Africa,South Africa,0
-33.95,18.633333,Sub-Saharan Africa,South Africa,0
-33.949113,18.577165,Sub-Saharan Africa,South Africa,0
-33.944709,18.532097,Sub-Saharan Africa,South Africa,0
-33.941849,18.41964,Sub-Saharan Africa,South Africa,20
-33.934491,151.179691,Australasia & Oceania,Australia,0
-33.933966,18.860694,Sub-Saharan Africa,South Africa,0
-33.932804,25.420785,Sub-Saharan Africa,South Africa,0
-33.929423,18.575535,Sub-Saharan Africa,South Africa,0
-33.92634,18.41629,Sub-Saharan Africa,South Africa,0
-33.923231,18.603113,Sub-Saharan Africa,South Africa,0
-33.922832,151.011897,Australasia & Oceania,Australia,0
-33.920019,150.924127,Australasia & Oceania,Australia,0
-33.919568,151.07683,Australasia & Oceania,Australia,0
-33.918021,25.553305,Sub-Saharan Africa,South Africa,0
-33.916667,-70.733333,South America,Chile,0
-33.912426,18.546477,Sub-Saharan Africa,South Africa,0
-33.909163,18.57781,Sub-Saharan Africa,South Africa,0
-33.907092,151.057308,Australasia & Oceania,Australia,0
-33.900288,18.633444,Sub-Saharan Africa,South Africa,0
-33.89969,25.57362,Sub-Saharan Africa,South Africa,1
-33.888408,151.237218,Australasia & Oceania,Australia,0
-33.873651,151.20689,Australasia & Oceania,Australia,5
-33.86882,151.209295,Australasia & Oceania,Australia,0
-33.867979,151.211038,Australasia & Oceania,Australia,3
-33.8672,25.564813,Sub-Saharan Africa,South Africa,4
-33.866709,25.566106,Sub-Saharan Africa,South Africa,0
-33.865513,25.596232,Sub-Saharan Africa,South Africa,2
-33.864957,25.565088,Sub-Saharan Africa,South Africa,1
-33.834806,20.054453,Sub-Saharan Africa,South Africa,0
-33.829658,151.117538,Australasia & Oceania,Australia,0
-33.815129,151.003278,Australasia & Oceania,Australia,2
-33.815128,151.003155,Australasia & Oceania,Australia,0
-33.81188,25.384218,Sub-Saharan Africa,South Africa,1
-33.808876,-59.504684,South America,Argentina,0
-33.771222,150.844671,Australasia & Oceania,Australia,0
-33.766723,25.400528,Sub-Saharan Africa,South Africa,3
-33.729698,-70.742984,South America,Chile,0
-33.724447,18.956467,Sub-Saharan Africa,South Africa,0
-33.724162,151.085374,Australasia & Oceania,Australia,0
-33.711352,-70.854819,South America,Chile,0
-33.711025,151.104299,Australasia & Oceania,Australia,0
-33.704174,149.857408,Australasia & Oceania,Australia,0
-33.694586,149.328405,Australasia & Oceania,Australia,0
-33.686159,-71.216684,South America,Chile,0
-33.686068,-71.216633,South America,Chile,0
-33.675118,18.434214,Sub-Saharan Africa,South Africa,0
-33.663774,-70.927522,South America,Chile,1
-33.652523,26.407557,Sub-Saharan Africa,South Africa,4
-33.64227,19.441589,Sub-Saharan Africa,South Africa,4
-33.616667,-70.566667,South America,Chile,0
-33.583745,-71.613065,South America,Chile,0
-33.583333,-70.7,South America,Chile,0
-33.576502,-70.703717,South America,Chile,0
-33.559984,-70.55744,South America,Chile,0
-33.547876,-71.604575,South America,Chile,0
-33.547778,-70.944444,South America,Chile,0
-33.516667,-70.766667,South America,Chile,2
-33.511318,-70.7537,South America,Chile,0
-33.469115,-70.641997,South America,Chile,2
-33.468144,-70.3354,South America,Chile,0
-33.465802,-71.095957,South America,Chile,0
-33.366238,-70.505302,South America,Chile,151
-33.333466,-60.211029,South America,Argentina,1
-33.302401,-66.336798,South America,Argentina,0
-33.283013,149.100151,Australasia & Oceania,Australia,0
-33.227212,-60.32987,South America,Argentina,0
-33.221966,-68.894409,South America,Argentina,1
-33.2,-64.43334,South America,Argentina,0
-33.13271,-64.34952,South America,Argentina,0
-33.123135,27.46848,Sub-Saharan Africa,South Africa,0
-33.0825,-71.616389,South America,Chile,0
-33.050125,-71.612251,South America,Chile,8
-33.045632,-71.620529,South America,Chile,1
-33.044823,-71.373466,South America,Chile,1
-33.041836,-71.438461,South America,Chile,0
-33.03485,-71.567811,South America,Chile,0
-33.02552,-60.633761,South America,Argentina,0
-33.024705,-71.552216,South America,Chile,0
-33.014064,27.855319,Sub-Saharan Africa,South Africa,0
-33.010693,-71.527794,South America,Chile,16
-33.008517,-71.259107,South America,Chile,1
-32.991891,27.869238,Sub-Saharan Africa,South Africa,0
-32.985771,27.866086,Sub-Saharan Africa,South Africa,10
-32.982393,27.827737,Sub-Saharan Africa,South Africa,0
-32.974669,27.870703,Sub-Saharan Africa,South Africa,1
-32.956451,-69.195545,South America,Argentina,0
-32.951052,-60.666365,South America,Argentina,29
-32.949255,27.734962,Sub-Saharan Africa,South Africa,12
-32.924017,-71.523669,South America,Chile,0
-32.922194,27.758155,Sub-Saharan Africa,South Africa,2
-32.917753,-68.832143,South America,Argentina,0
-32.890272,-68.844034,South America,Argentina,0
-32.882803,27.399676,Sub-Saharan Africa,South Africa,8
-32.880343,-71.249812,South America,Chile,1
-32.880343,-71.249811,South America,Chile,0
-32.871771,27.268776,Sub-Saharan Africa,South Africa,0
-32.85097,27.438947,Sub-Saharan Africa,South Africa,0
-32.849062,27.438238,Sub-Saharan Africa,South Africa,3
-32.842552,27.442833,Sub-Saharan Africa,South Africa,4
-32.833889,-70.597218,South America,Chile,0
-32.788923,26.832659,Sub-Saharan Africa,South Africa,0
-32.782684,26.631752,Sub-Saharan Africa,South Africa,0
-32.774242,26.63337,Sub-Saharan Africa,South Africa,1
-32.75076,-70.725101,South America,Chile,0
-32.733664,151.557668,Australasia & Oceania,Australia,0
-32.708468,26.29517,Sub-Saharan Africa,South Africa,1
-32.565403,27.417581,Sub-Saharan Africa,South Africa,2
-32.523339,28.230022,Sub-Saharan Africa,South Africa,3
-32.507147,-71.448184,South America,Chile,0
-32.317808,-58.076822,South America,Uruguay,1
-32.264292,28.509864,Sub-Saharan Africa,South Africa,0
-32.053696,115.960731,Australasia & Oceania,Australia,0
-31.959414,115.873955,Australasia & Oceania,Australia,0
-31.952854,115.857339,Australasia & Oceania,Australia,1
-31.896578,26.883187,Sub-Saharan Africa,South Africa,5
-31.743357,115.764172,Australasia & Oceania,Australia,0
-31.74126,-60.511264,South America,Argentina,1
-31.651802,-63.912396,South America,Argentina,0
-31.632368,-60.699359,South America,Argentina,0
-31.605074,28.776498,Sub-Saharan Africa,South Africa,7
-31.601602,28.777502,Sub-Saharan Africa,South Africa,14
-31.590654,28.783986,Sub-Saharan Africa,South Africa,1
-31.564137,28.811567,Sub-Saharan Africa,South Africa,3
-31.535203,-68.538315,South America,Argentina,0
-31.522355,27.697767,Sub-Saharan Africa,South Africa,0
-31.51667,-68.616669,South America,Argentina,0
-31.442697,29.418486,Sub-Saharan Africa,South Africa,16
-31.416743,23.944377,Sub-Saharan Africa,South Africa,0
-31.414637,23.94358,Sub-Saharan Africa,South Africa,0
-31.413235,23.947478,Sub-Saharan Africa,South Africa,26
-31.399301,-64.182129,South America,Argentina,16
-31.330403,-54.100462,South America,Brazil,1
-31.319448,28.754782,Sub-Saharan Africa,South Africa,2
-31.242413,-64.462608,South America,Argentina,0
-31.198521,28.251492,Sub-Saharan Africa,South Africa,0
-31.07999,28.366274,Sub-Saharan Africa,South Africa,0
-31.075633,-71.137511,South America,Chile,0
-31.050994,30.218943,Sub-Saharan Africa,South Africa,0
-31.010842,30.035774,Sub-Saharan Africa,South Africa,1
-30.919657,30.254098,Sub-Saharan Africa,South Africa,12
-30.873715,30.273852,Sub-Saharan Africa,South Africa,1
-30.86341,30.356897,Sub-Saharan Africa,South Africa,1
-30.860292,30.287311,Sub-Saharan Africa,South Africa,5
-30.857586,29.851342,Sub-Saharan Africa,South Africa,3
-30.850905,28.756981,Sub-Saharan Africa,South Africa,5
-30.849745,30.36526,Sub-Saharan Africa,South Africa,1
-30.807579,30.334004,Sub-Saharan Africa,South Africa,0
-30.801808,30.130511,Sub-Saharan Africa,South Africa,14
-30.773797,30.126449,Sub-Saharan Africa,South Africa,15
-30.767453,30.415168,Sub-Saharan Africa,South Africa,3
-30.761671,30.422593,Sub-Saharan Africa,South Africa,1
-30.751443,30.337762,Sub-Saharan Africa,South Africa,2
-30.750421,30.450053,Sub-Saharan Africa,South Africa,10
-30.749812,30.450054,Sub-Saharan Africa,South Africa,24
-30.738701,30.28186,Sub-Saharan Africa,South Africa,13
-30.726728,30.35756,Sub-Saharan Africa,South Africa,7
-30.721531,30.4636,Sub-Saharan Africa,South Africa,1
-30.711043,27.21866,Sub-Saharan Africa,South Africa,0
-30.690099,28.504527,Sub-Saharan Africa,South Africa,1
-30.598659,-71.200301,South America,Chile,0
-30.584737,29.023733,Sub-Saharan Africa,South Africa,5
-30.579448,29.885266,Sub-Saharan Africa,South Africa,9
-30.57692,29.89309,Sub-Saharan Africa,South Africa,1
-30.576877,29.893954,Sub-Saharan Africa,South Africa,1
-30.571475,30.573046,Sub-Saharan Africa,South Africa,8
-30.551849,29.424987,Sub-Saharan Africa,South Africa,1
-30.524,27.37,Sub-Saharan Africa,South Africa,0
-30.52356,30.461937,Sub-Saharan Africa,South Africa,4
-30.364923,27.614002,Sub-Saharan Africa,Lesotho,3
-30.338984,28.805094,Sub-Saharan Africa,South Africa,0
-30.324445,28.018575,Sub-Saharan Africa,Lesotho,20
-30.323135,30.689139,Sub-Saharan Africa,South Africa,1
-30.307826,30.664352,Sub-Saharan Africa,South Africa,1
-30.296312,153.115672,Australasia & Oceania,Australia,0
-30.274507,29.920861,Sub-Saharan Africa,South Africa,1
-30.264216,29.919119,Sub-Saharan Africa,South Africa,1
-30.26335,29.938265,Sub-Saharan Africa,South Africa,1
-30.26044,29.940006,Sub-Saharan Africa,South Africa,1
-30.235636,-71.081326,South America,Chile,0
-30.201374,30.794471,Sub-Saharan Africa,South Africa,12
-30.172448,30.767078,Sub-Saharan Africa,South Africa,0
-30.157222,30.064722,Sub-Saharan Africa,South Africa,6
-30.154457,30.069105,Sub-Saharan Africa,South Africa,1
-30.143628,30.627129,Sub-Saharan Africa,South Africa,1
-30.139609,30.835763,Sub-Saharan Africa,South Africa,7
-30.083013,30.805529,Sub-Saharan Africa,South Africa,4
-30.050385,30.881266,Sub-Saharan Africa,South Africa,25
-30.041408,30.560767,Sub-Saharan Africa,South Africa,7
-30.034108,-51.217839,South America,Brazil,0
-30.032138,30.887588,Sub-Saharan Africa,South Africa,0
-30.031097,30.867744,Sub-Saharan Africa,South Africa,2
-30.027916,29.841251,Sub-Saharan Africa,South Africa,14
-29.994826,30.824819,Sub-Saharan Africa,South Africa,30
-29.984897,30.703335,Sub-Saharan Africa,South Africa,18
-29.983064,30.92177,Sub-Saharan Africa,South Africa,5
-29.965819,30.882976,Sub-Saharan Africa,South Africa,49
-29.9533,-71.3436,South America,Chile,3
-29.952345,30.967815,Sub-Saharan Africa,South Africa,0
-29.943468,30.981181,Sub-Saharan Africa,South Africa,0
-29.941403,30.939766,Sub-Saharan Africa,South Africa,1
-29.934074,30.146634,Sub-Saharan Africa,South Africa,1
-29.93178,29.87823,Sub-Saharan Africa,South Africa,23
-29.926938,30.996278,Sub-Saharan Africa,South Africa,0
-29.926932,30.996482,Sub-Saharan Africa,South Africa,0
-29.926419,30.984071,Sub-Saharan Africa,South Africa,0
-29.918596,30.967595,Sub-Saharan Africa,South Africa,0
-29.918107,30.215465,Sub-Saharan Africa,South Africa,11
-29.912078,30.884443,Sub-Saharan Africa,South Africa,0
-29.91,30.885,Sub-Saharan Africa,South Africa,1
-29.906897,-71.25103,South America,Chile,0
-29.903343,30.239734,Sub-Saharan Africa,South Africa,1
-29.890769,30.975174,Sub-Saharan Africa,South Africa,0
-29.888097,30.244115,Sub-Saharan Africa,South Africa,1
-29.887911,30.24521,Sub-Saharan Africa,South Africa,5
-29.887724,31.039456,Sub-Saharan Africa,South Africa,1
-29.8747,30.277992,Sub-Saharan Africa,South Africa,0
-29.873981,30.272784,Sub-Saharan Africa,South Africa,1
-29.870446,30.275845,Sub-Saharan Africa,South Africa,9
-29.861824,31.008293,Sub-Saharan Africa,South Africa,97
-29.855913,30.775332,Sub-Saharan Africa,South Africa,8
-29.851017,30.944176,Sub-Saharan Africa,South Africa,0
-29.844747,30.099131,Sub-Saharan Africa,South Africa,1
-29.830168,30.924528,Sub-Saharan Africa,South Africa,0
-29.816917,30.638293,Sub-Saharan Africa,South Africa,12
-29.81536,30.849844,Sub-Saharan Africa,South Africa,1
-29.799027,30.656356,Sub-Saharan Africa,South Africa,7
-29.795453,29.766396,Sub-Saharan Africa,South Africa,1
-29.794283,30.611331,Sub-Saharan Africa,South Africa,0
-29.791166,30.901771,Sub-Saharan Africa,South Africa,1
-29.779246,30.790547,Sub-Saharan Africa,South Africa,9
-29.767645,30.913095,Sub-Saharan Africa,South Africa,2
-29.75086,30.983353,Sub-Saharan Africa,South Africa,26
-29.750669,30.985395,Sub-Saharan Africa,South Africa,4
-29.75019,30.983289,Sub-Saharan Africa,South Africa,0
-29.750104,30.984118,Sub-Saharan Africa,South Africa,0
-29.74157,30.981405,Sub-Saharan Africa,South Africa,1
-29.740055,30.981764,Sub-Saharan Africa,South Africa,1
-29.740039,30.981896,Sub-Saharan Africa,South Africa,1
-29.73986,30.9818,Sub-Saharan Africa,South Africa,1
-29.739535,30.948295,Sub-Saharan Africa,South Africa,1
-29.73936,30.981985,Sub-Saharan Africa,South Africa,1
-29.728017,30.532154,Sub-Saharan Africa,South Africa,1
-29.693899,30.671902,Sub-Saharan Africa,South Africa,11
-29.690945,30.671688,Sub-Saharan Africa,South Africa,2
-29.688309,30.187246,Sub-Saharan Africa,South Africa,10
-29.684008,30.932428,Sub-Saharan Africa,South Africa,16
-29.670291,30.970484,Sub-Saharan Africa,South Africa,1
-29.663338,30.283452,Sub-Saharan Africa,South Africa,4
-29.659446,22.738028,Sub-Saharan Africa,South Africa,0
-29.658879,30.855026,Sub-Saharan Africa,South Africa,14
-29.650993,30.294632,Sub-Saharan Africa,South Africa,1
-29.650723,30.294386,Sub-Saharan Africa,South Africa,0
-29.648723,30.294272,Sub-Saharan Africa,South Africa,0
-29.642374,30.347556,Sub-Saharan Africa,South Africa,1
-29.641929,30.347358,Sub-Saharan Africa,South Africa,6
-29.631823,30.312595,Sub-Saharan Africa,South Africa,0
-29.61767,24.095661,Sub-Saharan Africa,South Africa,0
-29.616305,30.374113,Sub-Saharan Africa,South Africa,0
-29.611109,29.691018,Sub-Saharan Africa,South Africa,1
-29.610415,30.37613,Sub-Saharan Africa,South Africa,0
-29.601439,30.376695,Sub-Saharan Africa,South Africa,72
-29.600315,30.38159,Sub-Saharan Africa,South Africa,26
-29.595784,30.268898,Sub-Saharan Africa,South Africa,17
-29.595752,30.422974,Sub-Saharan Africa,South Africa,0
-29.569591,31.116903,Sub-Saharan Africa,South Africa,3
-29.566387,30.180759,Sub-Saharan Africa,South Africa,1
-29.562269,30.175172,Sub-Saharan Africa,South Africa,4
-29.529558,30.932694,Sub-Saharan Africa,South Africa,20
-29.412844,-66.85598,South America,Argentina,0
-29.391992,30.945682,Sub-Saharan Africa,South Africa,7
-29.356758,30.527791,Sub-Saharan Africa,South Africa,1
-29.340513,30.630557,Sub-Saharan Africa,South Africa,0
-29.334943,31.288752,Sub-Saharan Africa,South Africa,2
-29.311119,27.483231,Sub-Saharan Africa,Lesotho,1
-29.310013,27.480083,Sub-Saharan Africa,Lesotho,4
-29.306434,27.479972,Sub-Saharan Africa,Lesotho,1
-29.235648,26.725879,Sub-Saharan Africa,South Africa,0
-29.221678,30.011627,Sub-Saharan Africa,South Africa,16
-29.209447,30.002762,Sub-Saharan Africa,South Africa,0
-29.166353,26.24693,Sub-Saharan Africa,South Africa,9
-29.156284,31.407625,Sub-Saharan Africa,South Africa,3
-29.154677,31.406594,Sub-Saharan Africa,South Africa,3
-29.151098,27.742368,Sub-Saharan Africa,Lesotho,0
-29.134747,31.398471,Sub-Saharan Africa,South Africa,1
-29.115897,26.219814,Sub-Saharan Africa,South Africa,2
-29.072652,30.606901,Sub-Saharan Africa,South Africa,1
-29.064094,30.584924,Sub-Saharan Africa,South Africa,1
-29.040112,29.77079,Sub-Saharan Africa,South Africa,0
-29.024844,29.774854,Sub-Saharan Africa,South Africa,5
-29.011728,28.183029,Sub-Saharan Africa,Lesotho,0
-29.008167,28.213623,Sub-Saharan Africa,Lesotho,1
-29.00527,29.87561,Sub-Saharan Africa,South Africa,0
-28.960978,31.750079,Sub-Saharan Africa,South Africa,4
-28.951077,28.252662,Sub-Saharan Africa,Lesotho,0
-28.928744,29.615607,Sub-Saharan Africa,South Africa,0
-28.888896,31.449093,Sub-Saharan Africa,South Africa,4
-28.870961,27.877238,Sub-Saharan Africa,South Africa,1
-28.86831,31.916861,Sub-Saharan Africa,South Africa,9
-28.867819,31.916368,Sub-Saharan Africa,South Africa,13
-28.849715,30.073047,Sub-Saharan Africa,South Africa,1
-28.8329,30.683098,Sub-Saharan Africa,South Africa,1
-28.775821,31.853257,Sub-Saharan Africa,South Africa,5
-28.753919,31.893129,Sub-Saharan Africa,South Africa,0
-28.752252,31.893167,Sub-Saharan Africa,South Africa,12
-28.747704,30.442531,Sub-Saharan Africa,South Africa,2
-28.746728,24.771293,Sub-Saharan Africa,South Africa,0
-28.744254,31.840525,Sub-Saharan Africa,South Africa,1
-28.739009,30.461792,Sub-Saharan Africa,South Africa,6
-28.730162,29.352175,Sub-Saharan Africa,South Africa,0
-28.710013,30.334318,Sub-Saharan Africa,South Africa,1
-28.626902,28.45635,Sub-Saharan Africa,Lesotho,5
-28.608917,29.925957,Sub-Saharan Africa,South Africa,4
-28.603649,32.086304,Sub-Saharan Africa,South Africa,10
-28.575323,30.561802,Sub-Saharan Africa,South Africa,1
-28.564875,29.822403,Sub-Saharan Africa,South Africa,0
-28.560404,29.782343,Sub-Saharan Africa,South Africa,1
-28.559808,29.780133,Sub-Saharan Africa,South Africa,1
-28.559671,29.780789,Sub-Saharan Africa,South Africa,1
-28.550062,16.428327,Sub-Saharan Africa,Namibia,1
-28.468969,-65.77946,South America,Argentina,0
-28.465937,30.156491,Sub-Saharan Africa,South Africa,5
-28.45411,26.796785,Sub-Saharan Africa,South Africa,0
-28.418457,32.185218,Sub-Saharan Africa,South Africa,1
-28.416562,32.182659,Sub-Saharan Africa,South Africa,4
-28.40024,26.710018,Sub-Saharan Africa,South Africa,2
-28.316667,31.416667,Sub-Saharan Africa,South Africa,1
-28.311518,31.418207,Sub-Saharan Africa,South Africa,2
-28.309097,31.420501,Sub-Saharan Africa,South Africa,0
-28.308673,31.41589,Sub-Saharan Africa,South Africa,1
-28.275527,29.133245,Sub-Saharan Africa,South Africa,0
-28.183771,23.560946,Sub-Saharan Africa,South Africa,1
-28.162586,30.233615,Sub-Saharan Africa,South Africa,1
-28.0291,153.431388,Australasia & Oceania,Australia,0
-28.008101,30.055869,Sub-Saharan Africa,South Africa,0
-27.982989,26.719899,Sub-Saharan Africa,South Africa,11
-27.970901,26.802014,Sub-Saharan Africa,South Africa,0
-27.894289,31.645303,Sub-Saharan Africa,South Africa,1
-27.894289,31.645422,Sub-Saharan Africa,South Africa,1
-27.891553,31.64517,Sub-Saharan Africa,South Africa,7
-27.859821,26.766675,Sub-Saharan Africa,South Africa,2
-27.849551,26.364852,Sub-Saharan Africa,South Africa,1
-27.8308,25.909649,Sub-Saharan Africa,South Africa,0
-27.826803,30.705819,Sub-Saharan Africa,South Africa,0
-27.784396,-64.267281,South America,Argentina,0
-27.76828,30.797877,Sub-Saharan Africa,South Africa,0
